,AMP,CHMON,ETH,ETH10G,ETHN,ETTP,OC192,OPTMON,OSC,OTM,OTM2,OTUTTP,PTP,STM4,STM64,STTP,IS,IS-ANR,OOS,OOS-AU,OOS-AUMA,OOS-MA,OOS-MAANR,n/a,Automatic Shutoff,Automatic Shutoff Disabled,Excessive Error Ratio,Frequency Out Of Range,GCC0 Link Failure,GCC0 OSPF Adjacency Loss,Gauge Threshold Crossing Alert Summary,Laser Off Far End Failure Triggered,Link Down,Local Fault,Loss Of Channel,Loss Of Clock,Loss Of Data Synch,Loss Of Frame,Loss Of Signal,ODU AIS,ODU BDI,ODU LCK,OSC Loss Of Signal,OSC OSPF Adjacency Loss,OSC Signal Degrade,OTU BDI,OTU Signal Degrade,Optical Line Fail,Pre-FEC Signal Degrade,Pre-FEC Signal Fail,Protection Switch Complete - Revertive,RFI,Remote Fault,Rx Channel Power Out Of Range,Rx Power Out Of Range,Shutoff Threshold Crossed,TX Tuning in Progress,normal,BBE-RS,CV-OTU,CV-S,DROPGAINAVG-OTS,DROPGAINMAX-OTS_DROPGAINMIN-OTS_-,E-CV,E-ES,E-INFRAMESERR_E-INFRAMES_/,E-OUTFRAMESERR_E-OUTFRAMES_/,E-UAS,ES-OTU,ES-RS,ES-S,OCH-OPRAVG,OCH-OPRMAX_OCH-OPRMIN_-,OCH-SPANLOSSAVG,OCH-SPANLOSSMAX_OCH-SPANLOSSMIN_-,OPINAVG-OTS,OPINMAX-OTS_OPINMIN-OTS_-,OPOUTAVG-OTS,OPOUTAVG-OTS_OPINAVG-OTS_-,OPOUTMAX-OTS_OPOUTMIN-OTS_-,OPRAVG-OCH,OPRAVG-OTS,OPRMAX-OCH_OPRMIN-OCH_-,OPRMAX-OTS_OPRMIN-OTS_-,OPTAVG-OCH,OPTAVG-OTS,OPTMAX-OCH_OPTMIN-OCH_-,OPTMAX-OTS_OPTMIN-OTS_-,ORLAVG-OTS,ORLMIN-OTS,OTU-CV,OTU-ES,OTU-QAVG,OTU-QSTDEV,PCS-CV,PCS-ES,PCS-UAS,QAVG-OTU,QSTDEV-OTU,RS-BBE,RS-ES,S-CV,S-ES
OTM2,-0.005270718830818503,-0.056846775685400246,-0.0014381371166104374,-0.006245304954406136,-0.0022359575209796637,-0.0024989663122989914,-0.00016734315347353653,-0.014623278560450195,-0.0030430372257885343,-0.003962104757635558,1.0,-0.0020463953720604704,-0.0031910015654484517,-2.8401983272585106e-05,-0.0005868879436323534,-0.00013789390708619518,0.023994920265172914,0.015220576077739238,-0.0038613295440375795,0.06102943990366116,-1.1177465619455144e-05,-0.0012617641966610545,-5.4737724207694886e-05,-0.0566326731381898,-3.036299881847009e-05,-1.5181494818435845e-05,-0.00022260921194891504,-0.0003891579735865017,0.0753334010447289,0.03522340586241194,-9.541458563346119e-05,0.000551966721508243,-0.00011052352974583318,-0.0005718620196881167,-1.5181494818987194e-05,-0.00012097736858615078,-1.0734937395857677e-05,0.008962971763490785,0.0213377207417459,0.0351256647795098,0.02816317927837608,0.009387722644758952,-1.5181494819807752e-05,-0.00011808502538661025,-4.157626308589453e-05,0.026777656142263143,0.07684207711494494,-2.146987803245625e-05,0.014076218622793958,0.026651827006301223,-1.8593458854758544e-05,-1.8593458855358084e-05,-0.00033521476485075334,-3.394686809975309e-05,0.0088387617625171,-4.919371276565004e-05,0.013276245350119,-0.029904952301294908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5581316940579207,,,,,,,,,,,
OTUTTP,-0.009432354793739531,-0.10173165642998032,-0.00257365645190437,-0.011176451260254813,-0.004001417134090658,-0.0044720914990452176,-0.0002994733822789804,-0.02616947631245561,-0.005445748043296015,-0.0070904897433585225,-0.0020463953720604704,1.0,-0.005710541555268306,-5.0827523086411384e-05,-0.0010502808985417792,-0.00024677170167392053,0.12580223716943661,-0.0001139031785508496,-0.006910144779975325,-0.008949475928260408,-0.0012584940457058794,-0.0022580236111991755,-9.795734736300332e-05,-0.10156615158915958,-5.43369105099804e-05,-2.716844704008357e-05,-0.0003983762238864769,-0.000696427981813241,0.0006626428156803361,-9.213278395658956e-05,-0.0001707517044738635,-0.0010892888383968683,-0.00019779031650106436,-0.0010233908572538383,-2.7168447040344478e-05,0.002119478037030307,-1.9210992171366716e-05,-0.000657997812368977,-0.0005176473216591276,-7.188099783525481e-05,-5.763299974460991e-05,-1.921099217268601e-05,-2.716844704074133e-05,-0.0002113221916367823,-7.440390526211046e-05,0.005882668436206331,-0.0001572492709541217,-3.842199014378325e-05,-3.842199014430451e-05,-7.440390524258811e-05,-3.327441785050379e-05,-3.327441785090098e-05,-0.0005998924806125958,-6.0750518914983295e-05,-0.0003007032879580927,-8.803591452573293e-05,-2.7168447040245416e-05,0.0013536982407288734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06490615127584547,-0.10186825362208538,-0.05891686154712476,,,,,,,,,
PTP,-0.014708134755831695,-0.1586330184164428,-0.004013174520043099,-0.017427753187211806,-0.006239521701369076,-0.006973457408077675,-0.00046697722458807165,-0.040806796671912,-0.008491707302616263,-0.011056399057287836,-0.0031910015654484517,-0.005710541555268306,1.0,-7.925677895610853e-05,-0.001637732392973817,-0.00038479801944207273,0.19442615887176729,0.0052546811058118564,-0.010775182111663452,-0.013773864547213242,-0.0018153383488093975,-0.0034342494257586635,-0.00015274763268157825,-0.15764039450367753,-8.472906497675658e-05,-4.236451966953354e-05,-0.0006211991936091233,-0.0010859596387773147,-0.00035444946637502297,-0.00014366522809819665,-0.00026625791063079527,0.011295048350365015,-0.00030841997482728426,-0.001595801999029093,-4.23645196732065e-05,-0.00033759179664347665,-2.9956237638667915e-05,-0.0010260344010097615,-0.00030329843723241306,-0.00011208605123359415,-8.986874913850983e-05,-2.9956237638730992e-05,-4.2364519678662634e-05,-0.0003295206065294309,-0.00011602009135117335,-0.00020969417056671238,-0.00024520318830085136,-5.991248433557962e-05,-5.99124843235959e-05,-0.00011602009132970689,-5.188573080650086e-05,-5.188573081011292e-05,-0.0009354291308101105,-9.472998401659554e-05,-0.00046889505091323905,-0.00013727686485581726,-4.236451967165932e-05,-0.003678298754980564,,,,,,,,,,,,,,0.16297123170129113,-0.0028564526118285464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STM4,-0.00013091193746719198,-0.0014119367365665186,-3.571985575170788e-05,-0.00015511830515101244,-5.5535789438614905e-05,-6.206829318416231e-05,-4.156400131964054e-06,-0.0003632069533752137,-7.558170182428343e-05,-9.840912160694425e-05,-2.8401983272585106e-05,-5.0827523086411384e-05,-7.925677895610853e-05,1.0,-1.4576880358812397e-05,-3.4249519128466563e-06,0.0018251155235519392,-4.433102231721771e-05,-9.590610843130515e-05,-0.00022824913522574524,-1.9469213307466877e-05,-3.1339178011418485e-05,-1.3595529868297056e-06,-0.0014128612112642785,-7.541436245770145e-07,-3.770716982772747e-07,-5.529075663770688e-06,-9.665745025577215e-06,-3.1548301080961075e-06,-1.2787136958305346e-06,-2.369868071521612e-06,-1.5118272743222962e-05,-2.7451377846092844e-06,-1.4203672670187697e-05,-3.770716982705154e-07,-3.0047859167504277e-06,-2.666299413876165e-07,-9.132371539508376e-06,-7.184442836078628e-06,-9.976385431757478e-07,-7.998901469920071e-07,-2.6662994137010374e-07,-3.770716982566445e-07,-2.9329470910410423e-06,-1.0326540513672275e-06,-1.8664141038662897e-06,-2.1824673880743955e-06,-5.332599634235806e-07,-5.332599633377448e-07,-1.0326540512277288e-06,-4.6181665184910115e-07,-4.618166518579076e-07,-8.325925881975863e-06,-8.431582897195001e-07,-4.173470028542971e-06,-1.2218531206078066e-06,-3.770716982391434e-07,2.8909264326095416e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004417131275756961,-0.030898546795645316,,
STM64,-0.0027051152396883518,-0.02917573185059183,-0.0007381017195281242,-0.0032053065536962167,-0.0011475707506053206,-0.001282555961500575,-8.58862954442228e-05,-0.007505172437786348,-0.0015617919757569254,-0.002033489227496503,-0.0005868879436323534,-0.0010502808985417792,-0.001637732392973817,-1.4576880358812397e-05,1.0,-7.077192343526482e-05,0.01983409076236964,0.015085156471220999,-0.0019817679010787756,0.01871746234232243,-0.00015159612923063324,-0.0006475810356310536,-2.8093293665812957e-05,-0.029168387649898604,-1.5583341375617552e-05,-7.791668330642936e-06,-0.000114250748523213,-0.00019972933467868843,-6.519022765800051e-05,-2.6422860834165153e-05,-4.8970066129960374e-05,-0.0003123983250223615,-5.672449892384279e-05,-0.00029349937169583206,-7.79166833102997e-06,-6.208977066223949e-05,-5.509541235364915e-06,-0.00018870790468954852,-0.00014845663563844446,-2.0614829170855453e-05,-1.652863037876038e-05,-5.509541234472724e-06,-7.791668331220965e-06,-6.0605320060275456e-05,-2.133837651147198e-05,-3.856688192864818e-05,-4.509768861393213e-05,-1.1019084139360392e-05,-1.1019084135461197e-05,-2.1338376510508766e-05,-9.542806307437565e-06,-9.542806308169854e-06,-0.00017204381376778697,-1.742270707385601e-05,-8.623902137910983e-05,-2.524791520836015e-05,-7.791668330022789e-06,0.0005973702095236323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020015087132388736,0.11612621609723903,,
STTP,-0.0006355879577367892,-0.006855066115716513,-0.00017342276493550755,-0.0007531118144303492,-0.00026963071251653647,-0.0003013465422569404,-2.0179656042213648e-05,-0.0017633988933558112,-0.00036695522519862285,-0.0004777841792852174,-0.00013789390708619518,-0.00024677170167392053,-0.00038479801944207273,-3.4249519128466563e-06,-7.077192343526482e-05,1.0,0.008080162308475141,-0.0002152306693396349,-0.0004656318496069194,6.372235681015603e-05,-9.452459228980607e-05,-0.000152154223069892,-6.6007388088114105e-06,-0.0068595545140095904,-3.6614277910849336e-06,-1.8307133418090487e-06,-2.6844105854343834e-05,-4.692796743033127e-05,-1.5316953244197085e-05,-6.2082575655606245e-06,-1.1505899584153402e-05,-7.340042690688164e-05,-1.332786415095411e-05,-6.895997011829585e-05,-1.8307133420129014e-06,-1.4588476653187066e-05,-1.2945097533756313e-06,-4.433839639579577e-05,-3.4881046269501184e-05,-4.84361515314856e-06,-3.883530826370218e-06,-1.2945097533631012e-06,-1.830713342015857e-06,-1.4239693390584965e-05,-5.0136182547774035e-06,-9.061590188179371e-06,-1.0596054237138216e-05,-2.5890198980091895e-06,-2.589019897587368e-06,-5.0136182542578666e-06,-2.2421568889480444e-06,0.044944795828021994,-4.0423038029903034e-05,-4.0936011298657365e-06,-2.0262531762450222e-05,-5.932194911127828e-06,-1.8307133418045455e-06,-0.000578508811945834,,,-0.010773054854546759,,,,,,,,,,-0.15144134067929693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019507370000523362,-0.11168222956318213,,
IS,0.23105058982851143,-0.7736149948083921,0.04325099448240671,0.32388452010596563,0.11506407598850135,0.11030042382985523,0.008983876122458769,0.43143405895871273,0.19409530639041636,0.24125688207717252,0.023994920265172914,0.12580223716943661,0.19442615887176729,0.0018251155235519392,0.01983409076236964,0.008080162308475141,1.0,-0.02428943358712722,-0.052547965976641756,-0.12506010287644231,-0.010667386828661678,-0.017171065387707227,-0.0007449133870738663,-0.7741215241465436,-0.0004132032272205446,-0.00020660155116102334,-0.00044944414547488134,-0.005203715884398138,0.0060427657272477285,0.00034518614351186937,0.004438482172719659,0.005623196185518842,0.007102257895712073,-0.004705875604334275,0.0003844817430671988,0.004065213275018124,0.000689828618605654,-0.002611693799501175,0.010117874612462227,0.0012406523117454815,0.0012335683840484968,0.0006898286186491272,0.0009755650371787614,0.0073601816809156125,0.0026716966369321493,0.003395806310078676,0.004931641559695255,0.0009616983979269454,-0.00029217874502162743,0.0009450306857338341,0.0011948183361550151,0.001194818336153824,0.010591154227115773,0.0008597276601184157,-0.0014856056932410103,0.0006074208946067963,0.0009755650371990052,-0.0071468920230911125,,,-0.2596358955600824,0.8350992423173074,0.015211631535719432,,0.014281342342516198,-0.11394548223544981,-0.04607476192865163,-0.8860287127050022,,,-0.09874934638434023,-0.022355260538113233,-0.05829697593247722,0.00687806868139358,-0.017174893079566975,0.9484879125472454,-0.1279366962835257,0.9638620117162285,0.3121753843993222,-0.3330811572477604,0.07496696834235711,0.9316936210199952,-0.08028108453081777,-0.2690148711786951,,0.37748764290158343,,-0.03201009128051768,0.722552828549468,0.014532567990948757,,-0.801132834440965,0.02584016701666582,0.016140429610802056,0.07501676438832655,0.27139119402767076,-0.7740461999927747,,,-0.014288075317500008,-0.7681064071727672,,-0.2463443568904158
IS-ANR,-0.008226761908244042,-0.08872886296128484,-0.002244705519386185,0.19602438849609352,0.021928606495898888,0.13684959864654392,0.008637765891948646,-0.02282463453162961,-0.004749701802826245,0.010894803191487248,0.015220576077739238,-0.0001139031785508496,0.0052546811058118564,-4.433102231721771e-05,0.015085156471220999,-0.0002152306693396349,-0.02428943358712722,1.0,-0.006026927220541241,-0.014343621576957422,-0.0012234833995618608,-0.00196941517139766,-8.543696578131057e-05,-0.08878695874027878,-4.739185869471203e-05,-2.3695922186684582e-05,0.0025611456165879564,-0.0002746241881954199,0.011016015950540288,0.020041400737623772,-0.00014892713947995252,0.019692257106247522,-0.00017250982145471558,0.1880099610776564,-2.369592218565574e-05,0.012120607824680156,-1.6755546417567455e-05,0.17729801991382727,0.01544185913174075,0.0015492344233939874,0.001960160243465815,-1.6755546416591263e-05,-2.3695922183120264e-05,-0.0001843121250607554,-6.489399803340301e-05,0.005914003755511628,0.0005996898519725154,-3.3511097902345964e-05,0.009013407687217768,0.004606917360994317,-2.902146063391578e-05,-2.9021460630813927e-05,0.042552571200411046,0.009483306887795672,0.00513233660423851,-7.67836371517362e-05,-2.3695922183838176e-05,-0.18051998463809454,,,0.0013601747314141157,,,,-0.00321092142224497,0.0012840940334649753,0.009436452545039591,0.46653402728904797,,,-0.06093321259445702,-0.09863405007312226,0.025880584161281358,,,,,,,,-0.0565294208807313,,0.017397149109392034,,,,,,,,,0.01309627673715067,-0.042588314633215114,-0.011276898863176675,-0.009105274325939479,-0.02591203810955893,-0.09420613523061402,,,-0.021665179842067908,-0.14068458560428598,,
OOS,-0.017797846258503537,-0.19195677223560872,-0.004856214896264527,-0.021088770048785427,-0.00755024684036383,-0.0084383591034801,-0.0005650742930323265,0.26405361338838285,-0.010275545035455923,-0.01337899698301606,-0.0038613295440375795,-0.006910144779975325,-0.010775182111663452,-9.590610843130515e-05,-0.0019817679010787756,-0.0004656318496069194,-0.052547965976641756,-0.006026927220541241,1.0,-0.03103111217656562,-0.002646894330521835,-0.004260649431701096,-0.00018483505407357616,-0.19208245718875502,-0.0001025279477634562,-5.126395837477101e-05,-0.0007516933942881305,-0.001314085233623763,-0.0004289080303640034,-0.00017384472495780894,-0.0003221902325850775,-0.0020553717195580146,-0.0003732092061275624,-0.0019310292635404177,-5.126395837669877e-05,-0.0004085091002322119,-3.6249090777838674e-05,-0.0012415716074855394,-0.0006631586183996763,-0.00013563176707968137,-0.00010874731619057556,-3.624909077939735e-05,-5.126395837954941e-05,-0.000398742409617011,-0.00014039222398111513,-0.0002537442490879416,-0.00029671258245999937,-7.249819249875006e-05,-7.249819250100618e-05,-0.00014039222394623878,-6.278527329509772e-05,-6.278527328747962e-05,-0.0011319330514523748,-0.00011462974196330738,-0.0005673949934660689,-0.0001661143697585765,-5.126395837585622e-05,0.0038522776175911096,,,,,,,,,,,,,,,,,,,,,,,,-0.3292908108246784,,-0.0005268582798107582,,,,,,,,,,,,,,,,,,,
OOS-AU,0.11812018888229951,-0.4568423009739075,0.06222056325929781,0.022161283508364528,0.01793711816380666,0.025841320420859033,-0.0006205828155708082,0.48437821583871743,-0.022518899786004392,-0.016746701836260883,0.06102943990366116,-0.008949475928260408,-0.013773864547213242,-0.00022824913522574524,0.01871746234232243,6.372235681015603e-05,-0.12506010287644231,-0.014343621576957422,-0.03103111217656562,1.0,-0.0062994041975956636,-0.010140016774116929,-0.0004398931614159867,-0.4571414213580293,0.0033040371611650406,0.0016520180808000102,0.019747235124578346,0.04213969833163864,-0.00017261720320018283,-0.00015217142497515906,0.0017736274910380163,0.040719358208895745,-0.0008882091030139955,0.01827585469070709,0.0007650069084635153,0.002033224474665432,-8.62700380226833e-05,-0.0005739834575320564,0.006940406295956947,0.0013535014290294335,0.0005774722298681959,-8.62700380240784e-05,-0.0001220042639370781,-0.0006068586788168238,-0.00033412265622692253,0.00029212698833545403,0.0002133631025183504,0.0004546715761605253,0.00045467157615795096,0.001285331831104145,-0.00014942410404035502,-0.00014942410404911446,0.004738584728095735,-0.0002728099377271675,0.01596056232460918,0.003436990561484286,-0.00012200426392035858,-0.05398336406770856,,,0.38177146823480623,-0.834574597489736,-0.015134472050955083,,-0.014595159003340592,0.12305589422524668,0.015540065830741006,0.7069716052433804,,,0.21701028239321746,0.07076543470607556,0.058789863781664974,-0.005185106510521334,0.018192324945597742,-0.9460801493796699,0.1383380862736758,-0.9606672526605405,-0.30737647181489985,0.3522955159541836,-0.05695668644714827,-0.7219680186560844,0.08601289975611898,0.45326592949977806,,-0.3827349622116233,,0.03450219125944493,-0.7096613579410529,-0.019305069713117552,,0.8529433525341679,-0.0027126064339618823,-0.010994380211144876,-0.06512887349569961,-0.2438426118292174,0.7791197532484085,,,0.02456082405976838,0.8562435154903647,,0.2463443568904158
OOS-AUMA,0.0037620845794551954,-0.03896777174922011,-0.000985825462247108,-0.003258128524360887,0.003951341638902336,-0.0010028130062909348,-0.00011471169168893538,0.04823068196677035,-0.0019885066424211455,-0.001361124113215362,-1.1177465619455144e-05,-0.0012584940457058794,-0.0018153383488093975,-1.9469213307466877e-05,-0.00015159612923063324,-9.452459228980607e-05,-0.010667386828661678,-0.0012234833995618608,-0.002646894330521835,-0.0062994041975956636,1.0,-0.0008649239753500517,-3.752204266650943e-05,-0.038993286149960664,-2.0813465555482442e-05,-1.0406729628521143e-05,-0.00015259590105520479,-0.00026676304693298836,-8.706955234507151e-05,-3.5290974549313884e-05,-6.540553532364089e-05,-0.00041724631587146643,-7.576253229586384e-05,-0.0003920044435022879,-1.0406729629477506e-05,-8.29285114095239e-05,-7.358668723919869e-06,-0.0002520425742383461,-0.00019828206275955134,-2.7533635215531517e-05,-2.2076015061490304e-05,-7.358668725541332e-06,-1.0406729631488342e-05,-8.094584539221782e-05,-2.8500021518742654e-05,-5.1510805622348495e-05,-6.023349972650819e-05,-1.4717339664611272e-05,-1.4717339668141146e-05,-2.8500021513457094e-05,-1.2745589382870244e-05,-1.2745589383308408e-05,-0.00022978563489461869,-2.3270164254966934e-05,-0.00011518280051228504,-3.372169041089602e-05,-1.0406729630358249e-05,0.0007978612529336828,,,,0.011859202586679905,-0.0009073796481771066,,-0.0003538882036931512,0.33895214200476376,0.5614831002000441,0.029049158489178138,,,,0.003714050575316248,-0.0023580087070704226,-0.0065084631434971976,0.00010518738763528613,-0.06655134717454825,-0.0009608935520795002,-0.07585395041157575,-0.06595466307473674,-0.0006678641069325013,-0.004894434724801396,-0.051085229813214526,0.002527769009722508,0.015587875217740806,,-0.022067195053561712,,,-0.14748643994836272,-0.0033942403121466893,,0.02894545678747818,0.0022158674946457283,0.002523057947481125,-0.0024505438555900982,0.011347029349304651,0.03203752100277082,,,-0.001642575287668587,-0.011664852476893616,,
OOS-MA,-0.005815790893380782,-0.06272559227484176,-0.001586862250534022,-0.006679149405059006,-0.0009882219682999724,-0.002647001790329972,-0.00018464896701158475,0.0857352622961116,-0.003357733309824607,-0.003950641752864807,-0.0012617641966610545,-0.0022580236111991755,-0.0034342494257586635,-3.1339178011418485e-05,-0.0006475810356310536,-0.000152154223069892,-0.017171065387707227,-0.00196941517139766,-0.004260649431701096,-0.010140016774116929,-0.0008649239753500517,1.0,-6.039843295829168e-05,-0.06276666225398062,-3.350299222370024e-05,-1.6751491043674956e-05,-0.00024563037203997537,-0.0004294027952597058,-0.00014015400401325154,-5.6807130116780564e-05,-0.00010528189719054902,-0.0006716325084019576,-0.00012195333473935795,-0.0006310012039713554,-1.6751491045015165e-05,-0.00013348825863688363,-1.1845092318223638e-05,-0.0004057075639572958,-0.0003191704134317916,-4.4320306209966647e-05,-3.5535291291056744e-05,-1.1845092318340888e-05,-1.6751491047020736e-05,-0.00013029680337837933,-4.587587763727009e-05,-8.291584675426772e-05,-9.695658170865729e-05,-2.369018821684598e-05,-2.3690188213311932e-05,-4.587587764339163e-05,-2.0516303784718133e-05,-2.051630378465998e-05,-9.70181055299266e-05,-3.7457487801425505e-05,-0.00018540730091710515,-5.428108686150777e-05,-1.675149104446945e-05,0.0012056298248053984,,,,,,,0.009094760848173941,0.016669415807167975,0.029638327985791187,0.007400620821775826,,,,0.00549831032766143,-0.0017375391740243617,,,,,,,,-0.0006162441218853214,0.03848165498313144,0.010740474071363935,-0.021789129665662755,,0.030105745033734893,,-0.01166499656773028,,,,-0.0015623118509814288,-0.0018158543891561739,-0.0016437836187716854,-0.0008172719629276594,0.04020770397698013,-0.013716861584366533,,,,,,
OOS-MAANR,-0.00025230004045471196,-0.002721155172547032,-6.884109442910339e-05,0.0049300318993114305,0.008404093870621415,-0.00011962112229564483,-8.0104224374967e-06,-0.0006999906256813296,-0.00014566484003669992,0.0008876466839497202,-5.4737724207694886e-05,-9.795734736300332e-05,-0.00015274763268157825,-1.3595529868297056e-06,-2.8093293665812957e-05,-6.6007388088114105e-06,-0.0007449133870738663,-8.543696578131057e-05,-0.00018483505407357616,-0.0004398931614159867,-3.752204266650943e-05,-6.039843295829168e-05,1.0,-0.0027229368659029782,-1.4534233522183068e-06,-7.267114563461546e-07,-1.0655911452142614e-05,-1.8628307763998767e-05,-6.080146542540464e-06,-2.464401057382086e-06,-4.567328403279182e-06,-2.9136692177475076e-05,-5.290566984979638e-06,-2.737402913023703e-05,-7.267114563947272e-07,-5.790973863597274e-06,-5.138625730670402e-07,-1.7600363688394722e-05,-1.3846217949704545e-05,-1.9226989506168293e-06,-1.5415883401146339e-06,-5.138625731621529e-07,-7.267114564508775e-07,-5.65252248160571e-06,-1.9901825914249095e-06,-3.5970467094849238e-06,-4.206160424117838e-06,-1.0277253010298682e-06,-1.0277253012220017e-06,-1.990182591190323e-06,-8.900361740333854e-07,-8.900361740484915e-07,-1.604614122960917e-05,-1.6249768716134985e-06,-8.043320397446827e-06,-2.3548165100962787e-06,-7.267114564441663e-07,5.5715381662359104e-05,,,,,,,-0.00037793946051085757,-0.00011175061170882905,-6.196575135044446e-05,0.009679190096199079,,,,,,,,,,,,,-0.001276490266659324,,0.017543990246325785,,,,,,,,,0.0022551652223862352,,,-0.0008921504612128688,-0.0030971986764698973,0.004915690198073796,,,,,,
n/a,-0.2619696065016282,0.9993456717907885,-0.07154036144612386,-0.3101534107990759,-0.11066349231300947,-0.1242084666384307,-0.008278148440718213,-0.7269253339328674,-0.15124272344994735,-0.19640871197926738,-0.0566326731381898,-0.10156615158915958,-0.15764039450367753,-0.0014128612112642785,-0.029168387649898604,-0.0068595545140095904,-0.7741215241465436,-0.08878695874027878,-0.19208245718875502,-0.4571414213580293,-0.038993286149960664,-0.06276666225398062,-0.0027229368659029782,1.0,-0.0015104122440449475,-0.0007552058936987254,-0.011073730931402955,-0.019358725789251952,-0.006318549766866278,-0.0025610304981199634,-0.004746413860020753,-0.030075139601465305,-0.005498010706208601,-0.02842022615877974,-0.0007552058936976544,-0.006018038594860637,-0.0005340111818264348,-0.018290475908907432,-0.014389129696653288,-0.001998088191426721,-0.0016020341907196339,-0.0005340111818907103,-0.0007552058937042565,-0.0058741585177542145,-0.0020682178722932596,-0.003738087312704813,-0.004371084443707156,-0.0010680225248149583,-0.0010680225249319962,-0.0020682178724132794,-0.0009249345913870336,-0.000924934591477285,-0.01667531221959798,-0.0016886923957440234,-0.008358699888233876,-0.00244714912804992,-0.0007552058937160325,0.057779863057256124,,,-0.011704049975595822,-0.0015714402148234883,-0.0011715281045386351,,-0.001649112472624556,-0.0006836618717184303,-0.00042404229240194875,0.015693309333400574,,,-0.01652305530842149,-0.007528281237441311,-0.006110315895030501,-0.0047922753885491125,1.836417386920972e-05,-0.004170318434369149,-0.0033819338904335357,-0.003852833313413977,0.0006900936616182268,-0.0032100619162069924,0.0055368103451026,0.004343552449223991,0.0068053723827029055,0.003693912524565765,,-0.012791767750347975,,0.006036982707926873,0.007082129286854235,0.009148364199619913,,0.0025948861417850115,0.005022437979551783,-0.00464581083721132,-0.002847474776411771,-0.004589792209864959,0.006516535522872357,,,-0.0006242994358686206,-0.01649498282041771,,
Automatic Shutoff,0.005760694090856648,-0.0015094239388290577,-3.818613395437979e-05,-0.00016582845184541197,-5.9370259211431144e-05,-6.635379981938392e-05,-4.443378867877188e-06,-0.00038828458528887235,-8.08002420475309e-05,-0.0001052037815273838,-3.036299881847009e-05,-5.43369105099804e-05,-8.472906497675658e-05,-7.541436245770145e-07,-1.5583341375617552e-05,-3.6614277910849336e-06,-0.0004132032272205446,-4.739185869471203e-05,-0.0001025279477634562,0.0033040371611650406,-2.0813465555482442e-05,-3.350299222370024e-05,-1.4534233522183068e-06,-0.0015104122440449475,1.0,-4.0310662179612736e-07,-5.910830811687644e-06,-1.0333116598157855e-05,-3.3726554215255817e-06,-1.3670025103785244e-06,-2.5334956633380526e-06,-1.616211420879396e-05,-2.9346758825249283e-06,-1.5184365551772308e-05,-4.0310662182315285e-07,-3.2122514247599627e-06,-2.850394114848045e-07,-9.762916332744747e-06,-7.680492846425537e-06,-1.0665205178555417e-06,-8.551185791244831e-07,-2.850394115403308e-07,-4.031066218108595e-07,-3.1354524851116087e-06,-1.103953672479464e-06,-1.995280705980338e-06,-2.333155896077612e-06,-5.700789090900791e-07,-5.700789090493762e-07,-1.1039536723960398e-06,-4.937027924967843e-07,-4.937027925024906e-07,-8.900789614803863e-06,-9.013741718899646e-07,-4.461627356402704e-06,-1.3062159953921017e-06,-4.0310662180899035e-07,-0.02608657267006655,,,,,,,,,,,,,,,,,,-0.008210993011119572,-0.00020294691545881711,-0.012364138821307841,-0.024235650723702543,0.030916142278116388,,,,,,,,,-0.024481431989656726,,,,,,,,,,,,,,
Automatic Shutoff Disabled,0.002880346174416954,-0.0007547117412512217,-1.9093061204652032e-05,-8.29142008739845e-05,-2.9685120622870048e-05,-3.3176889882051967e-05,-2.221688762492931e-06,-0.00019414223391489728,-4.0400108797593065e-05,-5.260187486506882e-05,-1.5181494818435845e-05,-2.716844704008357e-05,-4.236451966953354e-05,-3.770716982772747e-07,-7.791668330642936e-06,-1.8307133418090487e-06,-0.00020660155116102334,-2.3695922186684582e-05,-5.126395837477101e-05,0.0016520180808000102,-1.0406729628521143e-05,-1.6751491043674956e-05,-7.267114563461546e-07,-0.0007552058936987254,-4.0310662179612736e-07,1.0,-2.9554145140704562e-06,-5.166556737679479e-06,-1.6863272007981395e-06,-6.835010485966159e-07,-1.2667474483584352e-06,-8.081054660107903e-06,-1.4673374978999794e-06,-7.592180480255989e-06,-2.0155324995596039e-07,-1.6061252265125555e-06,-1.4251966266490742e-07,-4.881456689559552e-06,-3.840245262323777e-06,-5.332600977292804e-07,-4.2755916028170926e-07,-1.4251966267402927e-07,-2.0155324997140606e-07,-1.5677257690112035e-06,-5.519766693395865e-07,-9.97640050988787e-07,-1.1665775950235536e-06,-2.850393683640532e-07,-2.850393683656298e-07,-5.51976669293143e-07,-2.468513216082677e-07,-2.46851321611121e-07,-4.450393461108934e-06,-4.50686949773441e-07,-2.2308130030259846e-06,-6.531078002076178e-07,-2.0155324995911283e-07,-0.013043282393047256,,,,,,,,,,,,,,,,,,-0.0032875614233352796,-0.0002029469154583617,-0.0064525616148343274,-0.017749728604953604,,,,,,,,,,-0.01329558603952921,,,,,,,,,,,,,,
