,AMP,CHMON,ETH,ETH10G,ETHN,ETTP,OC192,OPTMON,OSC,OTM,OTM2,OTUTTP,PTP,STM4,STM64,STTP,IS,IS-ANR,OOS,OOS-AU,OOS-AUMA,OOS-MA,OOS-MAANR,n/a,Automatic Shutoff,Automatic Shutoff Disabled,Excessive Error Ratio,Frequency Out Of Range,GCC0 Link Failure,GCC0 OSPF Adjacency Loss,Gauge Threshold Crossing Alert Summary,Laser Off Far End Failure Triggered,Link Down,Local Fault,Loss Of Channel,Loss Of Clock,Loss Of Data Synch,Loss Of Frame,Loss Of Signal,ODU AIS,ODU BDI,ODU LCK,OSC Loss Of Signal,OSC OSPF Adjacency Loss,OSC Signal Degrade,OTU BDI,OTU Signal Degrade,Optical Line Fail,Pre-FEC Signal Degrade,Pre-FEC Signal Fail,Protection Switch Complete - Revertive,RFI,Remote Fault,Rx Channel Power Out Of Range,Rx Power Out Of Range,Shutoff Threshold Crossed,TX Tuning in Progress,normal,BBE-RS,CV-OTU,CV-S,DROPGAINAVG-OTS,DROPGAINMAX-OTS_DROPGAINMIN-OTS_-,E-CV,E-ES,E-INFRAMESERR_E-INFRAMES_/,E-OUTFRAMESERR_E-OUTFRAMES_/,E-UAS,ES-OTU,ES-RS,ES-S,OCH-OPRAVG,OCH-OPRMAX_OCH-OPRMIN_-,OCH-SPANLOSSAVG,OCH-SPANLOSSMAX_OCH-SPANLOSSMIN_-,OPINAVG-OTS,OPINMAX-OTS_OPINMIN-OTS_-,OPOUTAVG-OTS,OPOUTAVG-OTS_OPINAVG-OTS_-,OPOUTMAX-OTS_OPOUTMIN-OTS_-,OPRAVG-OCH,OPRAVG-OTS,OPRMAX-OCH_OPRMIN-OCH_-,OPRMAX-OTS_OPRMIN-OTS_-,OPTAVG-OCH,OPTAVG-OTS,OPTMAX-OCH_OPTMIN-OCH_-,OPTMAX-OTS_OPTMIN-OTS_-,ORLAVG-OTS,ORLMIN-OTS,OTU-CV,OTU-ES,OTU-QAVG,OTU-QSTDEV,PCS-CV,PCS-ES,PCS-UAS,QAVG-OTU,QSTDEV-OTU,RS-BBE,RS-ES,S-CV,S-ES
OSC Loss Of Signal,-6.997535635798223e-05,-0.0007547117412227184,-1.909306120339687e-05,-8.291420085019631e-05,-2.968512063055283e-05,-3.317688988290127e-05,-2.2216887622772635e-06,-0.00019414223393440604,0.004988928393303698,-5.260187486181699e-05,-1.5181494819807752e-05,-2.716844704074133e-05,-4.2364519678662634e-05,-3.770716982566445e-07,-7.791668331220965e-06,-1.830713342015857e-06,0.0009755650371787614,-2.3695922183120264e-05,-5.126395837954941e-05,-0.0001220042639370781,-1.0406729631488342e-05,-1.6751491047020736e-05,-7.267114564508775e-07,-0.0007552058937042565,-4.031066218108595e-07,-2.0155324997140606e-07,-2.9554145126615444e-06,-5.1665567371071385e-06,-1.6863272009157716e-06,-6.835010486112279e-07,-1.2667474486054742e-06,-8.081054661174041e-06,-1.4673374976518258e-06,-7.592180480411561e-06,-2.015532499801173e-07,-1.6061252267249905e-06,-1.4251966265596963e-07,-4.881456689700586e-06,-3.840245262177419e-06,-5.332600976892215e-07,-4.275591602909224e-07,-1.4251966267882623e-07,1.0,-1.5677257687419449e-06,-5.519766693523658e-07,-9.97640051277557e-07,-1.166577595277548e-06,-2.850393683598781e-07,-2.8503936837719505e-07,-5.519766693077941e-07,-2.4685132161358383e-07,-2.4685132161710966e-07,-4.450393461795672e-06,-4.5068694972607073e-07,-2.2308130035613988e-06,-6.531078002272866e-07,-2.0155324997982885e-07,-0.0130432823911185,,,,,,,,,,,,,,,,-0.0026813077058604954,0.0019460670830538371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSC OSPF Adjacency Loss,-0.0005442838028150443,-0.005870314890283532,-0.00014851005409324141,-0.000644924997638347,-0.0002308974356300294,-0.00025805718937852915,-1.728078670792904e-05,-0.0015100812463905355,0.038804988774186144,-0.00040914902006270105,-0.00011808502538661025,-0.0002113221916367823,-0.0003295206065294309,-2.9329470910410423e-06,-6.0605320060275456e-05,-1.4239693390584965e-05,0.0073601816809156125,-0.0001843121250607554,-0.000398742409617011,-0.0006068586788168238,-8.094584539221782e-05,-0.00013029680337837933,-5.65252248160571e-06,-0.0058741585177542145,-3.1354524851116087e-06,-1.5677257690112035e-06,-2.2987867916450892e-05,-4.018662132504037e-05,-1.3116626040938897e-05,-5.3164223723460255e-06,-9.853041902861806e-06,-6.285623094840392e-05,-1.141327567973682e-05,-5.905365939885273e-05,-1.5677257690203244e-06,-1.2492797340098824e-05,-1.1085494666028521e-06,-3.796905007136264e-05,-2.9870277241377374e-05,-4.147815016374712e-06,-3.325649738450424e-06,-1.1085494668713522e-06,-1.5677257687419449e-06,1.0,-4.293396651594628e-06,-7.759865029304578e-06,-9.07389862174535e-06,-2.2170992673320067e-06,-2.2170992681986447e-06,-4.293396650482308e-06,-1.9200641916102917e-06,-1.9200641916244054e-06,-3.461614491600397e-05,-3.505542801549547e-06,-1.7351757075492975e-05,-5.080016959746375e-06,-1.56772576910793e-06,-0.10145353609523809,,,,,,,,,,,,,,,,-0.033711950794022054,0.0603657870609975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSC Signal Degrade,-0.00019163553129415426,-0.0020668645804307025,-5.228853582665802e-05,-0.00022707003955068681,-8.129610424568984e-05,-9.085871444051833e-05,-6.084349242109292e-06,-0.0005316807526835253,0.013662752044283823,-0.00014405626146698602,-4.157626308589453e-05,-7.440390526211046e-05,-0.00011602009135117335,-1.0326540513672275e-06,-2.133837651147198e-05,-5.0136182547774035e-06,0.0026716966369321493,-6.489399803340301e-05,-0.00014039222398111513,-0.00033412265622692253,-2.8500021518742654e-05,-4.587587763727009e-05,-1.9901825914249095e-06,-0.0020682178722932596,-1.103953672479464e-06,-5.519766693395865e-07,-8.09374127972805e-06,-1.4149207620616496e-05,-4.618200263385524e-06,-1.871845937615159e-06,-3.4691330336138946e-06,-2.213089412770292e-05,-4.018471867589614e-06,-2.0792056158982263e-05,-5.519766693443446e-07,-4.39855796643009e-06,-3.903064263404414e-07,-1.3368428472567436e-05,-1.0516951673965055e-05,-1.4603938792442745e-06,-1.1709197512384373e-06,-3.9030642636751453e-07,-5.519766693523658e-07,-4.293396651594628e-06,1.0,-2.732151593009989e-06,-3.194806412630349e-06,-7.806129705436048e-07,-7.806129705516538e-07,-1.511651355764052e-06,-6.760306293377574e-07,-6.760306292934881e-07,-1.218791243250962e-05,-1.2342578526053581e-06,-6.109337022879963e-06,-1.7886105454199502e-06,-5.519766693424836e-07,-0.03572052335359163,,,,,,,,,,,,,,,,-0.0035347279156949336,0.004482340500286604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU BDI,-0.00034636116323236155,-0.003735641377430153,-9.450605517794983e-05,-0.0004104053277843903,-0.00014693419867927847,-0.0001642176155521871,-1.099682436741059e-05,-0.0009609573068860841,-0.00019997080986853204,0.007979446887077262,0.026777656142263143,0.005882668436206331,-0.00020969417056671238,-1.8664141038662897e-06,-3.856688192864818e-05,-9.061590188179371e-06,0.003395806310078676,0.005914003755511628,-0.0002537442490879416,0.00029212698833545403,-5.1510805622348495e-05,-8.291584675426772e-05,-3.5970467094849238e-06,-0.003738087312704813,-1.995280705980338e-06,-9.97640050988787e-07,-1.462859013788571e-05,-2.5573211688919707e-05,-8.34691355922257e-06,-3.3831655959887105e-06,-6.270094824513706e-06,-3.999927458151165e-05,-7.262967262571461e-06,-3.757946511645559e-05,-9.976400510981138e-07,-7.949933101942553e-06,-7.05438009916976e-07,-2.4162035124291032e-05,-1.900828928194893e-05,-2.639509069350674e-06,-2.1163148825284875e-06,-7.054380098972724e-07,-9.97640051277557e-07,-7.759865029304578e-06,-2.732151593009989e-06,1.0,-5.774278173811964e-06,-1.4108762329838356e-06,-1.4108762328109018e-06,-2.732151591879012e-06,-1.2218545980719785e-06,-1.2218545980151182e-06,-2.2028375939981304e-05,-2.2307918706703404e-06,-1.1041987166371242e-05,-3.2327263362330728e-06,-9.976400510533983e-07,-0.06456110688370899,,,,,,,,,,,,,,,,,,,,,,,-0.0014764878132626138,,0.05660945759678292,,,,,,,,,0.006377136813207444,,,,,,,,,,,
OTU Signal Degrade,-0.0004050129826605418,-0.004368224320113985,-0.0001105094432047265,-0.0004799022048236649,-0.00017181562018477256,-0.00019202576202778377,-1.2858995499721498e-05,-0.0011236830985232385,-0.00023383330108094058,-0.000304456359291716,0.07684207711494494,-0.0001572492709541217,-0.00024520318830085136,-2.1824673880743955e-06,-4.509768861393213e-05,-1.0596054237138216e-05,0.004931641559695255,0.0005996898519725154,-0.00029671258245999937,0.0002133631025183504,-6.023349972650819e-05,-9.695658170865729e-05,-4.206160424117838e-06,-0.004371084443707156,-2.333155896077612e-06,-1.1665775950235536e-06,-1.7105754218193948e-05,-2.9903707014047508e-05,-9.760356288649342e-06,-3.956061288051827e-06,-7.331854946812446e-06,-4.677263857743008e-05,-8.492857595084282e-06,-4.394306542280532e-05,-1.166577595122206e-06,-9.296152282160886e-06,-8.248948868809532e-07,-2.8253565789516155e-05,-2.2227099208418216e-05,-3.0864760676935532e-06,-2.4746856584780655e-06,-8.248948868832333e-07,-1.166577595277548e-06,-9.07389862174535e-06,-3.194806412630349e-06,-5.774278173811964e-06,1.0,-1.6497900230034535e-06,-1.6497900228305123e-06,-3.194806412694835e-06,-1.428759999195408e-06,-1.4287599990212017e-06,-2.5758598798742927e-05,-2.608547855840545e-06,-1.2911806038345304e-05,-3.7801470694115043e-06,-1.1665775950821623e-06,-0.07549370208055262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006148690500363998,,,,,,,,,,,
Optical Line Fail,0.004073425034897364,-0.0010673236878149675,-2.7001668821241172e-05,-0.0001172583991935358,-4.198110442891139e-05,-4.691921234813767e-05,-3.141942695844746e-06,-0.0002745586078940394,-5.713438755945194e-05,-7.439029233536364e-05,-2.146987803245625e-05,-3.842199014378325e-05,-5.991248433557962e-05,-5.332599634235806e-07,-1.1019084139360392e-05,-2.5890198980091895e-06,0.0009616983979269454,-3.3511097902345964e-05,-7.249819249875006e-05,0.0004546715761605253,-1.4717339664611272e-05,-2.369018821684598e-05,-1.0277253010298682e-06,-0.0010680225248149583,-5.700789090900791e-07,-2.850393683640532e-07,-4.179587707645883e-06,-7.306615344487163e-06,-2.3848270380143924e-06,-9.666165499067418e-07,-1.7914516020728017e-06,-1.1428338250870875e-05,-2.0751287987750715e-06,-1.0736965684927314e-05,-2.8503936836386587e-07,-2.2714043071875132e-06,-2.0155326017082274e-07,-6.903422952937511e-06,-5.430927479991207e-06,-7.541437384306099e-07,-6.046600241076283e-07,-2.0155326020346808e-07,-2.850393683598781e-07,-2.2170992673320067e-06,-7.806129705436048e-07,-1.4108762329838356e-06,-1.6497900230034535e-06,1.0,-4.031065811719192e-07,-7.806129704760814e-07,-3.4910052208052373e-07,-3.491005220860551e-07,-6.293807424707258e-06,-6.373676607511038e-07,-3.1548463225671796e-06,-9.236340018057491e-07,-2.8503936836072746e-07,-0.018445988715272952,,,,,,,,,,,,,,,,,,-0.0020288222374268963,0.06495841114928554,-0.002215137514750185,-0.001489583606632349,0.04770447027373406,,,,,,,,,-0.004356794500909331,,,,,,,,,,,,,,
Pre-FEC Signal Degrade,-9.896010798055779e-05,-0.001067323687502912,-2.7001668816974704e-05,-0.0001172583991665946,-4.1981104420981644e-05,-4.691921236800159e-05,-3.141942695784785e-06,-0.0002745586079037491,-5.713438754769377e-05,0.0012989088443882905,0.014076218622793958,-3.842199014430451e-05,-5.99124843235959e-05,-5.332599633377448e-07,-1.1019084135461197e-05,-2.589019897587368e-06,-0.00029217874502162743,0.009013407687217768,-7.249819250100618e-05,0.00045467157615795096,-1.4717339668141146e-05,-2.3690188213311932e-05,-1.0277253012220017e-06,-0.0010680225249319962,-5.700789090493762e-07,-2.850393683656298e-07,-4.179587708542565e-06,-7.306615345076073e-06,-2.3848270387733437e-06,-9.666165504543575e-07,-1.7914516021762084e-06,-1.1428338250967022e-05,-2.0751287990077565e-06,-1.0736965685055787e-05,-2.8503936840932655e-07,-2.2714043071806573e-06,-2.0155326010855455e-07,-6.9034229492146025e-06,-5.430927479958869e-06,-7.541437382495019e-07,-6.04660024114884e-07,-2.0155326012717408e-07,-2.8503936837719505e-07,-2.2170992681986447e-06,-7.806129705516538e-07,-1.4108762328109018e-06,-1.6497900228305123e-06,-4.031065811719192e-07,1.0,-7.806129704854523e-07,-3.491005220850636e-07,-3.491005220896893e-07,-6.293807425027586e-06,-6.37367660899362e-07,-3.1548463221372638e-06,-9.236340018152969e-07,-2.8503936834842547e-07,-0.01844598871210376,,,,,,,,,,,,,,,,,,,,,,,-0.0005893541362773925,,0.0013617666062373406,,,,,,,,,-0.0010228992062314157,-0.0067311029323692,0.000946712476840706,,,,,,,,,
Pre-FEC Signal Fail,-0.00019163553127683958,-0.0020668645797311445,-5.2288535822101876e-05,-0.00022707003950082468,-8.129610422764403e-05,-9.085871440189794e-05,-6.084349240300296e-06,-0.0005316807526924463,-0.00011064032707477679,0.0026926198097579,0.026651827006301223,-7.440390524258811e-05,-0.00011602009132970689,-1.0326540512277288e-06,-2.1338376510508766e-05,-5.0136182542578666e-06,0.0009450306857338341,0.004606917360994317,-0.00014039222394623878,0.001285331831104145,-2.8500021513457094e-05,-4.587587764339163e-05,-1.990182591190323e-06,-0.0020682178724132794,-1.1039536723960398e-06,-5.51976669293143e-07,-8.093741279047068e-06,-1.4149207616487329e-05,-4.618200262156033e-06,-1.8718459381598214e-06,-3.4691330335104456e-06,-2.2130894127025854e-05,-4.0184718672515004e-06,-2.079205616601872e-05,-5.519766692989018e-07,-4.398557966050129e-06,-3.903064263083088e-07,-1.3368428471442616e-05,-1.0516951672701424e-05,-1.4603938792824865e-06,-1.170919751145473e-06,-3.903064263346741e-07,-5.519766693077941e-07,-4.293396650482308e-06,-1.511651355764052e-06,-2.732151591879012e-06,-3.194806412694835e-06,-7.806129704760814e-07,-7.806129704854523e-07,1.0,-6.760306291276369e-07,-6.760306290848997e-07,-1.218791242934372e-05,-1.2342578523240763e-06,-6.109337022054747e-06,-1.7886105452499731e-06,-5.519766692960401e-07,-0.035720523350622445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007733828582314404,,,,,,,,,,,
Protection Switch Complete - Revertive,-8.570196313880528e-05,-0.0009243293808707663,-2.338412996540176e-05,-0.00010154874733619369,-3.63567010879747e-05,-4.0633227783797435e-05,-2.7210020536455844e-06,0.0012714972766887734,-4.9479828571616325e-05,-6.44238796879921e-05,-1.8593458854758544e-05,-3.327441785050379e-05,-5.188573080650086e-05,-4.6181665184910115e-07,-9.542806307437565e-06,-2.2421568889480444e-06,0.0011948183361550151,-2.902146063391578e-05,-6.278527329509772e-05,-0.00014942410404035502,-1.2745589382870244e-05,-2.0516303784718133e-05,-8.900361740333854e-07,-0.0009249345913870336,-4.937027924967843e-07,-2.468513216082677e-07,-3.619628949257818e-06,-6.32771418270061e-06,-2.065320694084622e-06,-8.371144459354937e-07,-1.5514425188298811e-06,-9.897230754428939e-06,-1.7971141653618713e-06,-9.298484575317211e-06,-2.4685132161055087e-07,-1.967093733884048e-06,-1.7455023468595858e-07,-5.978539347025442e-06,-4.7033209243976155e-06,-6.531076026557677e-07,-5.236509151224766e-07,-1.7455023469806594e-07,-2.4685132161358383e-07,-1.9200641916102917e-06,-6.760306293377574e-07,-1.2218545980719785e-06,-1.428759999195408e-06,-3.4910052208052373e-07,-3.491005220850636e-07,-6.760306291276369e-07,1.0,-3.023299053539197e-07,-5.450596844096158e-06,-5.519765579685705e-07,-2.7321769236441983e-06,-7.998904693584727e-07,-2.468513216097186e-07,-0.01597469401572539,,,,,,,,,,,,,,,,,,,,,,,,0.0017554226187028914,,-0.0005216464701295113,,,,,,,,,,,,,,,,,,,
RFI,-8.570196313064067e-05,-0.0009243293809093835,-2.338412996587316e-05,-0.00010154874734262829,-3.635670108786891e-05,-4.063322777785027e-05,0.07407227126030368,-0.0002377747173696483,-4.947982857149365e-05,-6.442387969055254e-05,-1.8593458855358084e-05,-3.327441785090098e-05,-5.188573081011292e-05,-4.618166518579076e-07,-9.542806308169854e-06,0.044944795828021994,0.001194818336153824,-2.9021460630813927e-05,-6.278527328747962e-05,-0.00014942410404911446,-1.2745589383308408e-05,-2.051630378465998e-05,-8.900361740484915e-07,-0.000924934591477285,-4.937027925024906e-07,-2.46851321611121e-07,-3.6196289492996543e-06,-6.327714183790965e-06,-2.0653206943138916e-06,-8.371144461232548e-07,-1.5514425189126862e-06,-9.897230752863202e-06,-1.79711416551177e-06,-9.298484571970055e-06,-2.4685132161340415e-07,-1.9670937336699986e-06,-1.7455023468809999e-07,-5.978539347089477e-06,-4.703320924743017e-06,-6.531076026693501e-07,-5.236509151285294e-07,-1.7455023470008346e-07,-2.4685132161710966e-07,-1.9200641916244054e-06,-6.760306292934881e-07,-1.2218545980151182e-06,-1.4287599990212017e-06,-3.491005220860551e-07,-3.491005220896893e-07,-6.760306290848997e-07,-3.023299053539197e-07,1.0,-5.450596843478044e-06,-5.519765579749506e-07,-2.73217692376625e-06,-7.998904692566047e-07,-2.468513216125719e-07,-0.015974694016370417,,,-0.02664616946975047,,,,,,,,,,0.19551085927352993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remote Fault,-0.0015450897890439549,-0.016664401092405412,-0.00042158404674654193,0.04234587465422378,0.008301848028720521,0.018772283723597176,-4.905596483231422e-05,-0.004286754636143629,-0.0008920539866356774,-0.0011614748955539591,-0.00033521476485075334,-0.0005998924806125958,-0.0009354291308101105,-8.325925881975863e-06,-0.00017204381376778697,-4.0423038029903034e-05,0.010591154227115773,0.042552571200411046,-0.0011319330514523748,0.004738584728095735,-0.00022978563489461869,-9.70181055299266e-05,-1.604614122960917e-05,-0.01667531221959798,-8.900789614803863e-06,-4.450393461108934e-06,-6.52569850511475e-05,-0.0001140800772349323,-3.723492203367023e-05,-1.5092034479838293e-05,-2.797039771586884e-05,-0.00017843360423950582,-3.2399523242461626e-05,-0.00016763902523620112,-4.4503934613846255e-06,-3.546402356934944e-05,-3.1469032374709055e-06,-0.0001077849299460851,-8.479447694265425e-05,-1.1774641453483767e-05,-9.440713519699441e-06,-3.146903237548219e-06,-4.450393461795672e-06,-3.461614491600397e-05,-1.218791243250962e-05,-2.2028375939981304e-05,-2.5758598798742927e-05,-6.293807424707258e-06,-6.293807425027586e-06,-1.218791242934372e-05,-5.450596844096158e-06,-5.450596843478044e-06,1.0,-9.951386320053223e-06,-4.925743249353516e-05,-1.4420936823342496e-05,-4.45039346127075e-06,-0.28800199789377195,,,,,,,0.0011717189244807111,-0.0008709618501400961,-0.0004928853613925532,0.03799125983385262,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0029582578655360466,0.0010625912602689814,-0.11972321407264294,,,,,,
Rx Channel Power Out Of Range,-0.00015646971664617207,-0.001687587437399451,-4.269339996005701e-05,-0.0001854018641790303,-6.63779744018889e-05,-7.418581094606783e-05,-4.967849100348677e-06,-0.00043411540735635817,-9.033742600240361e-05,0.008567887570821673,-3.394686809975309e-05,-6.0750518914983295e-05,-9.472998401659554e-05,-8.431582897195001e-07,-1.742270707385601e-05,-4.0936011298657365e-06,0.0008597276601184157,0.009483306887795672,-0.00011462974196330738,-0.0002728099377271675,-2.3270164254966934e-05,-3.7457487801425505e-05,-1.6249768716134985e-06,-0.0016886923957440234,-9.013741718899646e-07,-4.50686949773441e-07,-6.608510413745939e-06,-1.1552776729743506e-05,-3.7707437730306664e-06,-1.5283554231350715e-06,-2.832534547755122e-06,-1.806979484124252e-05,-3.2810677130004768e-06,-1.69766384895332e-05,-4.50686949730062e-07,-3.591406635259546e-06,-3.186837823286973e-07,-1.0915273389027154e-05,-8.587052918586343e-06,-1.1924063090627028e-06,-9.560517324540044e-07,-3.186837823150534e-07,-4.5068694972607073e-07,-3.505542801549547e-06,-1.2342578526053581e-06,-2.2307918706703404e-06,-2.608547855840545e-06,-6.373676607511038e-07,-6.37367660899362e-07,-1.2342578523240763e-06,-5.519765579685705e-07,-5.519765579749506e-07,-9.951386320053223e-06,1.0,-4.98825153131822e-06,-1.4603940267351263e-06,-4.5068694975472543e-07,-0.029165677836128622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013902986242904415,,,,,,,,,,,
Rx Power Out Of Range,-0.000774494754496583,-0.008353230559107727,-0.00021132405068050676,0.0005586075446902148,0.06529087871851494,-0.00036720537808087423,-2.4589889677475145e-05,-0.0021487870823465776,-0.000447152740492006,0.0001197002348140586,0.0088387617625171,-0.0003007032879580927,-0.00046889505091323905,-4.173470028542971e-06,-8.623902137910983e-05,-2.0262531762450222e-05,-0.0014856056932410103,0.00513233660423851,-0.0005673949934660689,0.01596056232460918,-0.00011518280051228504,-0.00018540730091710515,-8.043320397446827e-06,-0.008358699888233876,-4.461627356402704e-06,-2.2308130030259846e-06,-3.2710845036487965e-05,-5.718400449997795e-05,-1.8664450455050765e-05,-7.565062969177936e-06,-1.4020496725561699e-05,-8.944198033913798e-05,-1.6240648919885973e-05,-8.403106844605696e-05,-2.2308130030623113e-06,-1.7776766395766755e-05,-1.5774229230748845e-06,-5.402848659028283e-05,-4.250424674484466e-05,-5.902179997579834e-06,-4.732270677531989e-06,-1.5774229229191005e-06,-2.2308130035613988e-06,-1.7351757075492975e-05,-6.109337022879963e-06,-1.1041987166371242e-05,-1.2911806038345304e-05,-3.1548463225671796e-06,-3.1548463221372638e-06,-6.109337022054747e-06,-2.7321769236441983e-06,-2.73217692376625e-06,-4.925743249353516e-05,-4.98825153131822e-06,1.0,-7.228667232488292e-06,-2.2308130030346108e-06,-0.14436444949538593,,,,,,,-0.0011621129083051055,-0.00012174057250412425,-6.531772377353626e-05,0.051199432003233444,,,,,,,,,,,,,-0.0053197765279214175,,0.03837704873043918,,,,,,,,,-0.0006236067930772088,,,-0.0013628820281500844,-0.002446205549375915,-0.028092521618832578,,,,,,
Shutoff Threshold Crossed,0.009333397275536642,-0.0024455478903726365,-6.186864863457111e-05,-0.0002686729751783769,-9.619087681458175e-05,-0.0001075055131465774,-7.199101283326663e-06,-0.0006290933405688194,-0.00013091144002741023,-0.00017044971880076477,-4.919371276565004e-05,-8.803591452573293e-05,-0.00013727686485581726,-1.2218531206078066e-06,-2.524791520836015e-05,-5.932194911127828e-06,0.0006074208946067963,-7.67836371517362e-05,-0.0001661143697585765,0.003436990561484286,-3.372169041089602e-05,-5.428108686150777e-05,-2.3548165100962787e-06,-0.00244714912804992,-1.3062159953921017e-06,-6.531078002076178e-07,-9.576646724902833e-06,-1.6741573284225987e-05,-5.464329891553364e-06,-2.2147986511142324e-06,-4.104734802293923e-06,-2.6185634993381127e-05,-4.754721470956559e-06,-2.460150007308712e-05,-6.531078002161198e-07,-5.204445544905537e-06,-4.618169311771159e-07,-1.581774266366279e-05,-1.244382879500009e-05,-1.7279618637601787e-06,-1.385451351754052e-06,-4.6181693120668025e-07,-6.531078002272866e-07,-5.080016959746375e-06,-1.7886105454199502e-06,-3.2327263362330728e-06,-3.7801470694115043e-06,-9.236340018057491e-07,-9.236340018152969e-07,-1.7886105452499731e-06,-7.998904693584727e-07,-7.998904692566047e-07,-1.4420936823342496e-05,-1.4603940267351263e-06,-7.228667232488292e-06,1.0,-6.531078002118358e-07,-0.0422651059879258,,,,,,,,,,,,,,,,,,-0.013245171535359666,0.036660445850314895,-0.019089245055634637,-0.034512816977247736,0.03023053288860455,,,,,,,,,-0.03622587802998206,,,,,,,,,,,,,,
TX Tuning in Progress,-6.997535635580132e-05,-0.0007547117411992642,-1.9093061203127298e-05,-8.291420085923566e-05,-2.968512062471282e-05,-3.317688988505532e-05,-2.2216887624490257e-06,-0.00019414223391952802,-4.040010880030549e-05,-5.260187486429956e-05,0.013276245350119,-2.7168447040245416e-05,-4.236451967165932e-05,-3.770716982391434e-07,-7.791668330022789e-06,-1.8307133418045455e-06,0.0009755650371990052,-2.3695922183838176e-05,-5.126395837585622e-05,-0.00012200426392035858,-1.0406729630358249e-05,-1.675149104446945e-05,-7.267114564441663e-07,-0.0007552058937160325,-4.0310662180899035e-07,-2.0155324995911283e-07,-2.9554145136545648e-06,-5.1665567375346666e-06,-1.6863272009370893e-06,-6.835010486525498e-07,-1.2667474484188017e-06,-8.081054660456235e-06,-1.467337497825416e-06,-7.592180480292724e-06,-2.0155324997682792e-07,-1.6061252265676326e-06,-1.4251966265630521e-07,-4.8814566895847235e-06,-3.840245262286673e-06,-5.332600976822961e-07,-4.2755916028379275e-07,-1.425196626654271e-07,-2.0155324997982885e-07,-1.56772576910793e-06,-5.519766693424836e-07,-9.976400510533983e-07,-1.1665775950821623e-06,-2.8503936836072746e-07,-2.8503936834842547e-07,-5.519766692960401e-07,-2.468513216097186e-07,-2.468513216125719e-07,-4.45039346127075e-06,-4.5068694975472543e-07,-2.2308130030346108e-06,-6.531078002118358e-07,1.0,-0.013043282391807711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00034106621341714973,,,,,,,,,,,
normal,0.004016396803699956,0.05786210238927207,0.001463823341079009,-0.11139278474662495,-0.023059573405873737,-0.11080457090483345,-0.013454027182325454,0.013146473986068715,-0.0014343010136914078,0.0011162569137785996,-0.029904952301294908,0.0013536982407288734,-0.003678298754980564,2.8909264326095416e-05,0.0005973702095236323,-0.000578508811945834,-0.0071468920230911125,-0.18051998463809454,0.0038522776175911096,-0.05398336406770856,0.0007978612529336828,0.0012056298248053984,5.5715381662359104e-05,0.057779863057256124,-0.02608657267006655,-0.013043282393047256,-0.19125618709971356,-0.3343476650864416,-0.10912868877979388,-0.04423196942822626,-0.08197607675841057,-0.5229559832011552,-0.09495702674835922,-0.49131906335227826,-0.013043282392434066,-0.10393851200324442,-0.009222992963368409,-0.3158977495394009,-0.24851697216967478,-0.034509302354955744,-0.02766899005120983,-0.009222992963313612,-0.0130432823911185,-0.10145353609523809,-0.03572052335359163,-0.06456110688370899,-0.07549370208055262,-0.018445988715272952,-0.01844598871210376,-0.035720523350622445,-0.01597469401572539,-0.015974694016370417,-0.28800199789377195,-0.029165677836128622,-0.14436444949538593,-0.0422651059879258,-0.013043282391807711,1.0,,,-0.5604858584289625,,,,0.005648910692943554,-0.007158305465422042,0.0010589120490214453,-0.2816544816722061,,,-0.871929211598682,-0.021336711991763548,0.007491955292088632,0.03305997486377044,-0.0582448900125598,0.01368926530516153,-0.10058098634124796,0.022284407588294832,0.049356355914162583,-0.07067874993674009,-0.005142288025065625,-0.008361891712114333,-0.10989105018221236,-0.09676536054310744,,-0.0027800861591112955,,-0.03208184482305688,0.04510070086737143,-0.002087042683522935,,-0.01276225858083123,0.004682409297747276,-0.00034126610581236176,0.018489769959561513,0.06350038378145889,0.020729311829158454,,,,,,
BBE-RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CV-OTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CV-S,,,,,,,0.010773054854546748,,,,,,,,,-0.010773054854546759,-0.2596358955600824,0.0013601747314141157,,0.38177146823480623,,,,-0.011704049975595822,,,,,,,,,,,,,,0.46850645208115477,0.3716103679063969,,,,,,,,,,,,,-0.02664616946975047,,,,,,-0.5604858584289625,,,1.0,,,,,,,,,,0.5417832701886073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
